env_id,makespan,return
1,9285.48,1.08
5,9647.96,1.04
5,8125.6,1.23
3,14271.08,0.7
2,11054.91,0.9
2,8084.13,1.24
5,10205.64,0.98
0,12769.22,0.78
2,8433.61,1.19
2,8963.29,1.12
0,11905.64,0.84
4,9564.84,1.05
5,8725.03,1.15
2,9397.83,1.06
3,9648.88,1.04
2,8510.52,1.18
1,8516.78,1.17
3,10599.93,0.94
1,9478.82,1.05
5,9175.97,1.09
1,10477.61,0.95
3,9257.56,1.08
3,10100.67,0.99
4,9717.65,1.03
0,11267.31,0.89
5,8597.43,1.16
3,14597.99,0.69
2,9577.77,1.04
3,11945.78,0.84
2,9140.93,1.09
3,10986.97,0.91
5,12615.68,0.79
3,17559.12,0.57
3,9293.13,1.08
1,14049.84,0.71
2,9529.68,1.05
1,12473.86,0.8
0,9803.04,1.02
3,8800.1,1.14
2,9773.75,1.02
4,9748.54,1.03
4,11485.06,0.87
3,9325.99,1.07
5,8833.04,1.13
0,9139.87,1.09
3,9908.04,1.01
4,9755.3,1.03
5,8940.49,1.12
2,9921.73,1.01
0,15133.27,0.66
2,8208.86,1.22
2,8960.99,1.12
4,9342.66,1.07
5,8484.57,1.18
4,13685.28,0.73
5,11823.06,0.85
2,10674.92,0.94
4,10266.88,0.97
3,11623.34,0.86
2,8666.06,1.15
1,9538.91,1.05
0,10902.33,0.92
2,9066.86,1.1
4,9706.65,1.03
0,10064.37,0.99
4,8826.13,1.13
1,8895.65,1.12
2,8798.09,1.14
4,9197.71,1.09
2,8549.47,1.17
2,8761.04,1.14
4,9318.28,1.07
5,8770.39,1.14
3,11999.74,0.83
3,11982.32,0.83
0,10877.12,0.92
2,8444.61,1.18
1,9689.89,1.03
2,7956.37,1.26
1,8467.75,1.18
5,9014.93,1.11
3,12021.14,0.83
5,8491.97,1.18
1,9673.96,1.03
5,8313.63,1.2
2,7971.69,1.25
1,14307.48,0.7
2,8665.81,1.15
2,9883.91,1.01
5,13303.76,0.75
0,21646.09,0.46
0,23755.75,0.42
3,21942.0,0.46
5,12328.42,0.81
1,8950.59,1.12
3,12449.07,0.8
0,10045.49,1.0
5,8894.28,1.12
5,9218.66,1.08
0,9735.1,1.03
5,8806.48,1.14
4,8561.9,1.17
5,8500.25,1.18
4,12459.48,0.8
5,9118.09,1.1
3,12217.18,0.82
2,9499.11,1.05
4,8517.7,1.17
4,10335.97,0.97
2,8870.82,1.13
1,12855.99,0.78
1,9440.75,1.06
2,8305.24,1.2
0,10597.04,0.94
5,9640.14,1.04
2,13400.11,0.75
3,13789.96,0.73
5,13695.87,0.73
0,16454.96,0.61
2,14295.52,0.7
4,22220.36,0.45
2,12073.11,0.83
3,12953.14,0.77
3,11368.31,0.88
2,9168.15,1.09
4,10576.21,0.95
4,8868.55,1.13
2,8232.12,1.21
2,8828.93,1.13
5,9460.0,1.06
0,11729.94,0.85
2,8557.82,1.17
2,8931.31,1.12
2,8073.81,1.24
0,9903.9,1.01
4,9239.13,1.08
5,9286.37,1.08
3,10019.75,1.0
5,11174.45,0.89
4,10507.55,0.95
2,10408.04,0.96
5,10724.83,0.93
0,16055.01,0.62
0,21420.58,0.47
1,18856.5,0.53
2,10868.04,0.92
5,9098.25,1.1
1,14231.32,0.7
5,11867.92,0.84
4,12128.77,0.82
1,17002.88,0.59
0,9865.2,1.01
3,11101.72,0.9
1,8994.27,1.11
4,9420.37,1.06
3,11159.67,0.9
1,9965.32,1.0
3,9378.23,1.07
1,8951.36,1.12
2,8821.46,1.13
1,9141.04,1.09
4,9030.9,1.11
2,9174.02,1.09
2,11266.23,0.89
5,9146.34,1.09
5,9009.75,1.11
2,8903.82,1.12
3,10976.77,0.91
3,13195.48,0.76
4,16246.73,0.62
4,8532.93,1.17
5,10804.23,0.93
0,22487.06,0.44
2,10578.86,0.95
0,10516.12,0.95
0,10939.34,0.91
0,11397.28,0.88
2,8273.55,1.21
3,10632.44,0.94
0,10712.39,0.93
0,12087.2,0.83
0,11831.99,0.85
1,10257.53,0.97
3,13271.65,0.75
3,11948.85,0.84
1,10057.35,0.99
2,9667.02,1.03
0,10425.33,0.96
4,9432.6,1.06
2,10489.18,0.95
3,12417.42,0.81
3,16896.97,0.59
0,14860.38,0.67
4,10807.29,0.93
0,14026.98,0.71
1,10519.31,0.95
1,11925.53,0.84
3,10523.86,0.95
1,10652.01,0.94
2,14289.2,0.7
3,10652.94,0.94
1,9011.83,1.11
2,8834.34,1.13
5,8973.99,1.11
0,10540.97,0.95
5,8269.53,1.21
4,13759.24,0.73
2,9730.23,1.03
0,13109.66,0.76
5,7849.7,1.27
2,9328.67,1.07
2,8585.21,1.16
4,9013.09,1.11
5,10402.63,0.96
0,10297.08,0.97
2,19439.93,0.51
1,20364.76,0.49
0,24954.75,0.4
1,19126.72,0.52
1,24989.45,0.4
2,16293.21,0.61
2,11037.31,0.91
0,12732.88,0.79
0,12174.51,0.82
1,8644.73,1.16
4,9176.4,1.09
0,10636.7,0.94
0,9880.68,1.01
1,8716.83,1.15
1,8697.56,1.15
0,9538.03,1.05
0,9681.58,1.03
2,8841.87,1.13
2,9796.17,1.02
1,8851.89,1.13
5,9026.38,1.11
5,9239.51,1.08
4,8465.38,1.18
5,9482.64,1.05
5,8571.07,1.17
2,10513.21,0.95
2,11817.19,0.85
3,13932.31,0.72
3,14960.78,0.67
0,9793.86,1.02
3,11245.16,0.89
4,12939.49,0.77
3,15515.9,0.64
0,12298.09,0.81
5,11905.97,0.84
5,8835.08,1.13
2,12455.26,0.8
3,24878.5,0.4
1,12821.85,0.78
5,11381.81,0.88
2,8435.66,1.19
0,15362.83,0.65
0,11880.74,0.84
1,11936.33,0.84
0,11625.19,0.86
5,8781.06,1.14
5,8176.22,1.22
2,9673.1,1.03
1,8743.2,1.14
5,8597.26,1.16
2,8851.9,1.13
1,8228.55,1.22
3,10886.6,0.92
1,8914.22,1.12
3,12351.72,0.81
2,8386.13,1.19
1,8294.81,1.21
1,9439.48,1.06
5,8614.88,1.16
2,8804.86,1.14
1,8943.25,1.12
2,8708.71,1.15
2,9777.52,1.02
5,9087.8,1.1
4,10048.75,1.0
2,11366.4,0.88
2,13440.93,0.74
0,17605.4,0.57
1,13176.99,0.76
0,20250.03,0.49
3,13377.23,0.75
5,10597.34,0.94
1,9164.73,1.09
3,12459.2,0.8
0,10851.3,0.92
5,8286.56,1.21
1,8760.03,1.14
1,9229.28,1.08
0,10180.84,0.98
3,10674.25,0.94
1,8877.1,1.13
0,9679.23,1.03
1,8851.19,1.13
0,10856.13,0.92
4,9480.76,1.05
2,8780.03,1.14
0,10221.54,0.98
3,11101.32,0.9
0,15783.23,0.63
0,12822.69,0.78
1,10371.51,0.96
5,11260.26,0.89
2,9461.92,1.06
3,12593.09,0.79
0,10199.76,0.98
4,9973.07,1.0
5,10798.75,0.93
4,8930.9,1.12
3,12632.14,0.79
4,9105.58,1.1
3,9202.1,1.09
5,9869.16,1.01
4,8689.67,1.15
1,8714.7,1.15
5,8610.05,1.16
1,9214.23,1.09
2,9268.62,1.08
1,8378.31,1.19
1,9065.64,1.1
3,9089.82,1.1
2,9134.11,1.09
1,9046.53,1.11
4,9338.86,1.07
5,8665.36,1.15
2,8655.29,1.16
1,9807.59,1.02
2,9777.3,1.02
1,8883.5,1.13
0,9938.07,1.01
2,8293.63,1.21
0,10466.49,0.96
2,8939.45,1.12
1,11066.9,0.9
5,8411.55,1.19
5,9019.01,1.11
4,9991.38,1.0
4,12117.31,0.83
0,10605.32,0.94
5,8364.06,1.2
0,10993.76,0.91
1,10418.08,0.96
1,11065.6,0.9
3,12552.26,0.8
4,12073.12,0.83
1,11228.0,0.89
5,8248.86,1.21
0,16386.19,0.61
2,9741.48,1.03
3,15912.4,0.63
3,12121.59,0.82
2,8729.43,1.15
5,12600.04,0.79
4,8445.99,1.18
0,13803.43,0.72
3,11211.81,0.89
5,9252.8,1.08
5,8356.03,1.2
4,8408.16,1.19
3,11782.05,0.85
3,10420.06,0.96
0,12873.9,0.78
4,8071.75,1.24
4,13796.19,0.72
5,8664.69,1.15
1,9327.31,1.07
3,10328.55,0.97
2,10170.6,0.98
4,11000.53,0.91
5,8251.98,1.21
0,11560.29,0.87
2,8683.51,1.15
0,11065.56,0.9
0,11641.77,0.86
3,12517.95,0.8
5,8286.69,1.21
4,10060.92,0.99
2,8799.3,1.14
0,11078.98,0.9
4,9000.79,1.11
4,12082.09,0.83
3,12391.39,0.81
4,16853.1,0.59
2,9097.58,1.1
4,10518.16,0.95
3,9864.82,1.01
5,8306.55,1.2
3,12056.4,0.83
2,10458.7,0.96
1,8640.83,1.16
4,9313.53,1.07
4,10537.89,0.95
1,10423.18,0.96
1,8650.38,1.16
0,9986.69,1.0
1,9825.18,1.02
4,9108.1,1.1
3,9244.22,1.08
0,14479.15,0.69
3,10875.26,0.92
3,12566.62,0.8
2,8522.88,1.17
4,13982.25,0.72
3,15489.76,0.65
2,14095.23,0.71
4,21950.02,0.46
3,12993.77,0.77
0,11219.82,0.89
1,16113.08,0.62
2,8572.65,1.17
5,9224.26,1.08
1,10685.1,0.94
5,11912.77,0.84
2,9359.65,1.07
3,12649.55,0.79
4,13067.61,0.77
5,11488.89,0.87
3,9607.17,1.04
1,9743.61,1.03
3,10260.46,0.97
5,10252.58,0.98
5,8958.17,1.12
0,13276.04,0.75
3,11708.9,0.85
1,9182.91,1.09
0,12366.74,0.81
2,8762.6,1.14
2,9575.23,1.04
1,9077.89,1.1
0,23639.02,0.42
0,9030.92,1.11
5,10801.36,0.93
2,10526.04,0.95
4,12642.48,0.79
5,10408.27,0.96
0,12209.09,0.82
5,14018.75,0.71
5,10501.15,0.95
2,10675.91,0.94
4,9087.11,1.1
5,8692.83,1.15
2,9843.42,1.02
3,12152.48,0.82
4,8979.6,1.11
0,13668.19,0.73
5,8645.87,1.16
5,8514.03,1.17
3,9613.01,1.04
5,8254.14,1.21
1,8653.12,1.16
0,14469.13,0.69
0,8796.37,1.14
4,11317.15,0.88
3,12017.5,0.83
4,9594.08,1.04
0,9997.71,1.0
0,11900.34,0.84
2,15162.36,0.66
2,8721.15,1.15
3,9844.03,1.02
4,12323.11,0.81
4,9401.43,1.06
1,10875.72,0.92
5,9719.35,1.03
1,10014.82,1.0
3,13219.99,0.76
1,13858.03,0.72
4,8395.37,1.19
2,9358.31,1.07
5,12732.13,0.79
1,12166.95,0.82
0,10255.58,0.98
5,11939.71,0.84
4,9632.33,1.04
5,11024.8,0.91
2,9486.7,1.05
4,8944.58,1.12
5,10502.18,0.95
1,9117.41,1.1
3,9524.93,1.05
0,9483.48,1.05
0,9119.57,1.1
3,9967.79,1.0
0,10495.75,0.95
2,8834.6,1.13
5,8527.17,1.17
1,9014.1,1.11
2,8871.04,1.13
1,8865.59,1.13
1,8890.86,1.12
1,8685.76,1.15
0,9442.9,1.06
3,10865.83,0.92
3,9070.06,1.1
5,8784.71,1.14
1,8833.38,1.13
2,9896.98,1.01
5,9719.66,1.03
1,9942.78,1.01
2,8922.92,1.12
5,9706.69,1.03
0,9255.4,1.08
3,9883.69,1.01
0,10755.69,0.93
5,10027.63,1.0
0,10155.16,0.98
4,11892.95,0.84
4,10505.5,0.95
1,8972.96,1.11
0,11345.0,0.88
3,9109.32,1.1
0,9930.37,1.01
3,9277.86,1.08
0,8626.29,1.16
4,11000.84,0.91
4,8410.45,1.19
4,10072.67,0.99
0,9241.5,1.08
2,8660.95,1.15
3,9907.97,1.01
3,9751.41,1.03
3,9598.76,1.04
4,9550.13,1.05
1,9284.39,1.08
5,8965.31,1.12
5,8822.73,1.13
0,10659.31,0.94
1,9682.81,1.03
5,14366.95,0.7
3,11180.13,0.89
5,12169.58,0.82
3,13017.38,0.77
1,14471.05,0.69
2,9944.67,1.01
2,9937.17,1.01
4,8252.34,1.21
3,8999.03,1.11
0,9233.08,1.08
5,8634.73,1.16
2,8349.05,1.2
3,9689.69,1.03
2,8501.75,1.18
2,8469.18,1.18
4,9349.89,1.07
2,8534.23,1.17
2,8832.15,1.13
1,9096.25,1.1
2,8684.1,1.15
0,8874.46,1.13
4,8533.96,1.17
0,8877.56,1.13
0,9232.06,1.08
5,8531.19,1.17
1,8723.89,1.15
3,10906.09,0.92
0,9363.53,1.07
3,11071.41,0.9
5,11679.67,0.86
3,9820.12,1.02
0,10131.53,0.99
1,10591.2,0.94
2,9004.94,1.11
0,9718.16,1.03
3,10531.7,0.95
0,9637.94,1.04
4,8985.49,1.11
5,8526.31,1.17
1,9690.52,1.03
1,9062.82,1.1
4,9430.24,1.06
5,8337.51,1.2
4,9041.41,1.11
4,9319.12,1.07
5,8624.38,1.16
3,9736.17,1.03
0,9832.5,1.02
5,9327.49,1.07
5,9902.94,1.01
0,12641.93,0.79
2,8566.68,1.17
4,11185.94,0.89
2,8418.77,1.19
2,8696.0,1.15
3,10068.24,0.99
5,8972.33,1.11
5,10973.33,0.91
3,12603.72,0.79
2,14162.08,0.71
3,16270.91,0.61
5,9049.84,1.1
2,9997.85,1.0
2,8347.94,1.2
1,9176.68,1.09
4,8441.74,1.18
4,10981.66,0.91
3,10169.86,0.98
3,10119.88,0.99
5,8963.96,1.12
0,8569.57,1.17
2,8462.28,1.18
4,8654.67,1.16
3,9939.29,1.01
1,10151.78,0.99
3,9309.1,1.07
5,9437.38,1.06
5,10040.42,1.0
5,9222.81,1.08
4,10878.1,0.92
1,9449.46,1.06
0,11808.1,0.85
2,10702.29,0.93
5,12002.76,0.83
0,14613.93,0.68
0,11567.33,0.86
3,11501.66,0.87
5,11241.41,0.89
5,8937.26,1.12
4,9135.96,1.09
3,10539.08,0.95
2,8810.5,1.14
4,9120.72,1.1
4,8796.75,1.14
5,8603.16,1.16
1,13643.73,0.73
0,10055.43,0.99
1,9394.6,1.06
1,15738.45,0.64
3,10959.05,0.91
4,11967.74,0.84
2,8809.22,1.14
4,10374.18,0.96
1,9769.24,1.02
2,8739.07,1.14
4,10046.97,1.0
4,10142.93,0.99
1,10591.66,0.94
4,9024.46,1.11
1,8849.02,1.13
2,8836.49,1.13
0,16770.36,0.6
5,9257.98,1.08
1,12264.25,0.82
3,19218.19,0.52
0,14443.77,0.69
2,8267.18,1.21
2,9194.76,1.09
3,12969.04,0.77
4,9614.01,1.04
2,8952.45,1.12
2,9198.01,1.09
1,8541.35,1.17
3,10721.8,0.93
5,8810.47,1.14
0,9873.31,1.01
0,9381.49,1.07
3,9492.56,1.05
2,9292.62,1.08
0,9225.8,1.08
5,9151.28,1.09
1,9150.78,1.09
0,9253.82,1.08
5,8692.71,1.15
3,10095.39,0.99
5,9473.39,1.06
2,8853.82,1.13
1,12403.96,0.81
0,11466.31,0.87
0,12851.15,0.78
2,8824.39,1.13
2,8677.01,1.15
2,9240.2,1.08
3,14056.99,0.71
0,9926.86,1.01
1,9222.9,1.08
1,11975.79,0.84
3,10410.37,0.96
1,8816.04,1.13
4,8584.57,1.16
2,8891.92,1.12
4,8416.4,1.19
1,9610.27,1.04
5,8981.56,1.11
0,9425.69,1.06
0,8885.59,1.13
2,9202.09,1.09
0,10209.46,0.98
0,10883.53,0.92
4,8468.87,1.18
0,10948.88,0.91
1,8976.34,1.11
0,11219.85,0.89
4,10037.17,1.0
2,11063.19,0.9
5,8688.62,1.15
2,8314.88,1.2
1,10080.02,0.99
2,8510.01,1.18
4,10086.44,0.99
2,9213.87,1.09
4,9189.2,1.09
3,10587.81,0.94
0,9082.7,1.1
3,8852.09,1.13
0,11857.03,0.84
2,11409.46,0.88
4,9532.14,1.05
3,14269.28,0.7
2,9535.1,1.05
1,10756.45,0.93
2,9246.2,1.08
4,10457.14,0.96
4,12806.64,0.78
1,10393.29,0.96
1,10309.5,0.97
5,8346.2,1.2
3,11269.98,0.89
2,8712.54,1.15
0,12375.81,0.81
5,9222.82,1.08
0,8570.04,1.17
2,8506.99,1.18
1,9519.14,1.05
5,8763.35,1.14
4,9093.52,1.1
4,10763.24,0.93
5,8948.15,1.12
2,8694.61,1.15
2,9667.73,1.03
2,8641.53,1.16
5,8582.15,1.17
3,11487.51,0.87
3,9245.79,1.08
5,9231.11,1.08
3,10230.82,0.98
3,10147.83,0.99
0,9755.36,1.03
3,12921.71,0.77
5,8228.31,1.22
0,14327.92,0.7
5,9660.83,1.04
3,11622.15,0.86
2,8334.33,1.2
5,15580.04,0.64
2,22129.84,0.45
2,17819.81,0.56
3,18516.8,0.54
3,20825.44,0.48
2,9488.46,1.05
4,12785.44,0.78
1,11266.83,0.89
3,11254.65,0.89
5,8875.9,1.13
3,12095.9,0.83
3,11116.28,0.9
2,10419.43,0.96
0,15391.61,0.65
4,14685.8,0.68
2,9325.58,1.07
3,13321.44,0.75
1,12191.32,0.82
5,9098.08,1.1
5,12622.4,0.79
3,15181.86,0.66
0,11039.87,0.91
4,18378.15,0.54
2,12096.63,0.83
5,8246.77,1.21
0,9899.27,1.01
2,8674.47,1.15
2,13127.8,0.76
1,10108.36,0.99
1,15582.04,0.64
3,18980.86,0.53
1,12213.23,0.82
1,15910.01,0.63
2,8450.65,1.18
3,20400.7,0.49
5,8579.36,1.17
0,21120.84,0.47
0,18730.32,0.53
4,9379.06,1.07
0,13981.81,0.72
3,12675.27,0.79
0,15940.58,0.63
1,15414.78,0.65
0,13807.2,0.72
0,12260.42,0.82
0,15952.59,0.63
0,10533.97,0.95
2,9863.25,1.01
2,15912.68,0.63
4,21321.56,0.47
5,20130.97,0.5
4,15196.53,0.66
3,16984.89,0.59
2,10992.52,0.91
2,22238.25,0.45
3,9054.76,1.1
3,18021.9,0.55
5,12674.23,0.79
5,13047.72,0.77
5,18370.08,0.54
0,16100.94,0.62
2,14183.33,0.71
3,15069.31,0.66
2,10046.85,1.0
2,13985.63,0.72
4,8654.26,1.16
3,19244.75,0.52
1,13008.3,0.77
2,14012.73,0.71
2,14002.67,0.71
3,13323.93,0.75
5,9111.75,1.1
3,22720.46,0.44
2,7948.84,1.26
2,8476.4,1.18
2,12843.39,0.78
1,16967.23,0.59
4,10418.36,0.96
1,9055.26,1.1
4,10876.52,0.92
2,8736.81,1.14
4,15075.61,0.66
0,10234.1,0.98
3,13484.35,0.74
2,8838.33,1.13
1,10572.99,0.95
5,8496.02,1.18
0,10562.9,0.95
0,17295.42,0.58
5,8632.76,1.16
1,9062.52,1.1
0,11776.5,0.85
5,14527.89,0.69
4,8924.84,1.12
4,9207.85,1.09
1,9044.46,1.11
1,8871.45,1.13
1,9448.02,1.06
0,9171.4,1.09
3,9550.62,1.05
3,9907.0,1.01
5,8748.07,1.14
1,9604.25,1.04
4,8458.04,1.18
3,12471.83,0.8
1,9053.57,1.1
2,8756.46,1.14
4,8272.46,1.21
5,8626.45,1.16
3,9406.23,1.06
3,9186.98,1.09
4,9691.73,1.03
0,9374.96,1.07
2,8682.39,1.15
3,11735.38,0.85
3,10096.81,0.99
4,9708.83,1.03
1,8910.15,1.12
5,9170.78,1.09
2,8597.13,1.16
1,9779.99,1.02
1,8646.7,1.16
5,8952.67,1.12
1,8947.62,1.12
2,8504.38,1.18
5,9144.63,1.09
2,8609.51,1.16
1,8937.67,1.12
5,9250.59,1.08
0,10042.73,1.0
5,9350.82,1.07
3,10262.15,0.97
4,9619.91,1.04
1,8726.15,1.15
1,9315.04,1.07
2,9015.39,1.11
5,9029.54,1.11
0,8810.93,1.13
4,9258.51,1.08
0,9312.56,1.07
1,8261.68,1.21
0,8921.06,1.12
4,8891.64,1.12
3,11356.14,0.88
1,8332.08,1.2
0,9708.49,1.03
3,10335.27,0.97
1,8705.27,1.15
5,8896.54,1.12
5,8361.88,1.2
4,9038.01,1.11
5,8850.84,1.13
3,10228.16,0.98
3,10109.57,0.99
3,9358.72,1.07
5,8547.48,1.17
3,10433.5,0.96
4,9286.4,1.08
2,8781.81,1.14
1,9426.09,1.06
3,9974.12,1.0
4,8963.95,1.12
4,9490.0,1.05
0,8916.43,1.12
4,8537.89,1.17
3,10527.17,0.95
5,9637.31,1.04
5,8513.24,1.17
5,9077.59,1.1
2,8329.94,1.2
4,9172.49,1.09
2,8880.44,1.13
1,9331.43,1.07
0,9370.2,1.07
1,8554.69,1.17
1,9164.02,1.09
0,9835.63,1.02
0,8925.29,1.12
2,8542.25,1.17
4,10362.58,0.97
5,9203.29,1.09
2,8027.71,1.25
4,8572.09,1.17
4,10367.85,0.96
1,8661.58,1.15
4,9461.94,1.06
5,8951.25,1.12
5,9653.62,1.04
0,9455.16,1.06
2,8613.4,1.16
5,8411.83,1.19
4,8574.66,1.17
3,15479.27,0.65
2,8279.9,1.21
5,8064.04,1.24
3,14002.67,0.71
2,8697.39,1.15
1,11494.85,0.87
0,10176.32,0.98
5,9366.74,1.07
5,8455.53,1.18
4,8456.71,1.18
4,10363.73,0.96
4,8457.11,1.18
4,10447.82,0.96
1,9022.86,1.11
2,8375.93,1.19
2,8617.73,1.16
1,9044.45,1.11
1,8415.69,1.19
1,8483.21,1.18
1,9203.37,1.09
4,8980.23,1.11
5,9210.42,1.09
2,8261.15,1.21
1,9752.68,1.03
0,8570.55,1.17
2,8367.14,1.2
3,10519.03,0.95
0,10834.98,0.92
0,9627.91,1.04
2,8372.21,1.19
1,9512.47,1.05
2,8332.82,1.2
3,10201.23,0.98
2,8481.59,1.18
0,12129.03,0.82
3,24219.28,0.41
2,10375.32,0.96
4,8544.98,1.17
2,8417.41,1.19
3,9748.37,1.03
2,9051.63,1.1
5,9602.16,1.04
4,8859.71,1.13
0,9780.48,1.02
4,8346.09,1.2
1,8753.51,1.14
2,9354.42,1.07
3,10054.22,0.99
2,8004.09,1.25
5,9855.31,1.01
2,8257.59,1.21
4,8215.03,1.22
5,8301.02,1.2
1,9205.85,1.09
4,9276.71,1.08
3,11626.8,0.86
1,9916.64,1.01
1,9886.5,1.01
0,8933.56,1.12
4,9243.87,1.08
4,12881.83,0.78
1,9184.22,1.09
0,8996.12,1.11
3,9669.39,1.03
0,16227.39,0.62
5,8603.14,1.16
5,8733.27,1.15
4,9688.14,1.03
5,8932.08,1.12
5,8227.91,1.22
1,9403.18,1.06
3,9781.32,1.02
3,10376.61,0.96
4,9131.63,1.1
0,9263.36,1.08
5,9539.81,1.05
4,10048.19,1.0
4,8758.39,1.14
4,8920.52,1.12
1,8705.17,1.15
1,8874.27,1.13
2,9384.75,1.07
3,10002.09,1.0
5,8302.93,1.2
3,10404.57,0.96
5,8434.08,1.19
0,14053.83,0.71
5,8682.0,1.15
0,12336.8,0.81
3,10562.33,0.95
4,9300.85,1.08
0,8664.72,1.15
0,9468.15,1.06
0,10114.03,0.99
2,10066.28,0.99
5,8880.68,1.13
3,15022.28,0.67
5,8630.43,1.16
2,8243.03,1.21
3,9131.48,1.1
5,8287.47,1.21
0,10423.52,0.96
3,10195.97,0.98
4,9927.96,1.01
3,10461.52,0.96
2,8517.34,1.17
2,9134.87,1.09
1,9003.71,1.11
0,12130.28,0.82
0,10219.37,0.98
5,8609.25,1.16
3,8972.88,1.11
5,8588.78,1.16
2,8750.67,1.14
1,8894.98,1.12
5,8905.28,1.12
1,8522.6,1.17
4,9849.4,1.02
4,8885.92,1.13
3,8405.2,1.19
4,8595.36,1.16
4,9426.17,1.06
0,8922.24,1.12
3,11181.44,0.89
3,10606.47,0.94
3,10819.3,0.92
4,10446.37,0.96
3,10809.48,0.93
4,9860.35,1.01
1,9274.92,1.08
5,9115.27,1.1
4,8788.17,1.14
1,9350.06,1.07
2,8528.43,1.17
2,8557.36,1.17
0,10001.92,1.0
3,11849.07,0.84
2,8249.51,1.21
2,9209.44,1.09
3,11226.37,0.89
1,9656.31,1.04
3,8772.0,1.14
0,9894.67,1.01
0,9600.98,1.04
5,8572.22,1.17
4,9671.11,1.03
5,8806.19,1.14
5,9293.6,1.08
1,14930.19,0.67
5,9330.14,1.07
3,13122.18,0.76
4,8950.99,1.12
3,11266.58,0.89
1,9384.41,1.07
5,8317.39,1.2
4,8409.03,1.19
3,9901.01,1.01
2,8824.37,1.13
3,11140.47,0.9
0,9389.64,1.07
2,8655.24,1.16
2,8648.69,1.16
2,9204.56,1.09
4,8565.75,1.17
3,8562.98,1.17
1,9777.36,1.02
1,9120.6,1.1
2,8863.92,1.13
1,16501.43,0.61
5,9652.5,1.04
1,8955.79,1.12
3,13344.02,0.75
1,8737.66,1.14
1,9193.39,1.09
0,9462.25,1.06
5,9999.38,1.0
4,8946.79,1.12
5,8310.48,1.2
5,8884.84,1.13
3,10295.11,0.97
3,9735.57,1.03
3,9620.6,1.04
2,8528.67,1.17
5,8961.08,1.12
0,9256.88,1.08
2,10433.84,0.96
0,10059.11,0.99
3,10159.89,0.98
1,9027.64,1.11
3,9600.08,1.04
3,9965.74,1.0
3,10536.88,0.95
4,9482.95,1.05
3,10703.41,0.93
1,9482.28,1.05
3,9809.18,1.02
5,9348.65,1.07
1,8661.29,1.15
3,11208.45,0.89
1,9142.0,1.09
3,9587.13,1.04
5,9894.21,1.01
1,9183.98,1.09
3,9713.59,1.03
0,9626.89,1.04
4,9173.67,1.09
0,9576.76,1.04
3,9697.15,1.03
5,8314.8,1.2
4,8593.38,1.16
2,8490.86,1.18
0,9983.05,1.0
5,8855.34,1.13
1,9060.85,1.1
0,9062.7,1.1
3,10270.34,0.97
4,9572.34,1.04
3,9777.9,1.02
4,8977.22,1.11
2,8197.99,1.22
1,8354.38,1.2
3,11892.58,0.84
2,9158.02,1.09
1,11765.56,0.85
1,10142.48,0.99
0,9836.36,1.02
2,8918.71,1.12
1,8778.66,1.14
0,8557.64,1.17
2,8791.96,1.14
3,9794.62,1.02
0,8595.39,1.16
3,10228.55,0.98
4,8693.55,1.15
1,9910.95,1.01
3,9773.19,1.02
2,8625.35,1.16
0,9472.53,1.06
0,10091.36,0.99
0,9166.58,1.09
0,9338.82,1.07
0,10875.54,0.92
3,10453.24,0.96
3,9352.73,1.07
4,8704.91,1.15
4,9516.95,1.05
2,8892.07,1.12
1,8675.54,1.15
3,9979.53,1.0
1,9288.93,1.08
1,8991.63,1.11
3,9522.7,1.05
1,9596.86,1.04
5,8992.85,1.11
1,8923.75,1.12
4,9538.9,1.05
3,10359.64,0.97
5,10216.56,0.98
5,7942.01,1.26
3,10988.29,0.91
3,10640.6,0.94
3,12471.99,0.8
5,9566.69,1.05
3,9650.62,1.04
5,7852.67,1.27
0,9159.68,1.09
3,9590.98,1.04
0,8980.09,1.11
4,12908.18,0.77
4,17640.99,0.57
4,10242.42,0.98
5,8554.48,1.17
5,11031.65,0.91
1,11754.25,0.85
5,8708.99,1.15
2,8561.48,1.17
1,9265.21,1.08
2,8451.78,1.18
3,12797.01,0.78
5,8816.62,1.13
0,10985.41,0.91
5,8575.13,1.17
5,9944.7,1.01
4,9074.35,1.1
4,9036.54,1.11
5,8675.86,1.15
4,9338.35,1.07
2,8932.29,1.12
4,8988.93,1.11
4,8477.94,1.18
1,8495.83,1.18
5,8552.11,1.17
5,8863.32,1.13
3,11334.26,0.88
1,8196.09,1.22
3,10500.43,0.95
1,9916.43,1.01
2,9288.45,1.08
5,8350.8,1.2
3,10138.62,0.99
2,8520.08,1.17
0,9874.45,1.01
1,9251.58,1.08
5,9204.07,1.09
0,9935.03,1.01
2,8236.5,1.21
3,10177.42,0.98
2,9580.24,1.04
0,10366.97,0.96
1,9317.62,1.07
4,9398.62,1.06
3,10647.61,0.94
3,10450.85,0.96
0,11157.82,0.9
0,10724.33,0.93
3,12363.35,0.81
0,9522.04,1.05
0,8947.99,1.12
0,9527.99,1.05
4,8614.24,1.16
4,9256.6,1.08
5,9847.87,1.02
4,9600.96,1.04
1,8623.2,1.16
3,10454.43,0.96
1,8675.39,1.15
5,8820.73,1.13
4,9691.65,1.03
1,8804.31,1.14
1,8994.36,1.11
2,8578.0,1.17
0,9175.34,1.09
1,8793.82,1.14
